Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,DST,Sounding Base,Sounting Top,Sounding Levels,CAPE,700-500mb Lapse Rate,850-500mb Lapse Rate,LI,KI,Thompson Index,Total Totals,T 1000mb,T 850mb,T 700mb,T 500mb,Convective Temperature,1000-700mb RH,PWAT,700-500mb Average RH,Surface-700mb Average RH,Surface-700mb Average Wind Speed,1000-700mb Average U-Wind Component,1000-700mb Average V-Wind Component,850mb Average U-Wind Component,850mb Average V-Wind Component,700mb Average U-Wind Component,700mb Average V-Wind Component,500mb Average U-Wind Component,500mb Average V-Wind Component,250mb Average U-Wind Component,250mb Average V-Wind Component,0-6km Shear,0-3km Storm Relative Helicity,Wet Bulb Zero Level,Equilibrium Level,Lowest Freezing Level,-10C Level,Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,date,Precip?,Lightning?
KXMR,28.47,-80.55,5,2008,1,1,12,0,FALSE,16.4,100623.4,112,-11.53366022,-0.001786916,-0.001656599,-0.306528599,26.1,26.4065286,46.4,21.8,13,5.4,-10.3,18.54802319,87.10924086,39.28839663,24.77241946,87.5867107,16.99794285,16.5802822,4.094257968,14.81,8.55,24.24,14,28.66,20.07,68.68,25,0.005655222,-62.45655784,10701.6189,24609.219,14948.38395,19077.26439,0.556196642,0.004502204,-3964.417821,1/1/08,1,
KXMR,28.47,-80.55,5,2008,1,2,12,0,FALSE,16.4,100721.8,118,0,-0.002329608,-0.001112147,25.95173129,-46.9,-72.85173129,1,4.2,1.6,6.4,-13.9,-13.68451251,14.96641563,4.58811946,6.983681672,17.52552051,32.76300737,28.41493804,-13.77415835,17.72,-14.87,48.44,-12.98,60.8,5.32,88.97,41.49,0.008332777,-68.35230414,890.6147332,,2493.4384,17289.48201,,0,0,1/2/08,0,
KXMR,28.47,-80.55,5,2008,1,3,12,0,FALSE,16.4,100754.6,126,0,-0.002175498,-0.000738997,25.71990992,-28,-53.71990992,20.1,4.6,-4.9,3.8,-15.1,-0.831653847,52.03094702,8.755767182,4.414098487,,,4.724348886,-37.58384749,-13.97,-29.95,35.68,-50.95,43.47,-30.44,94.89,8.3,,-250.5709185,2840.356684,,3341.794554,16892.89057,,0,,1/3/08,1,
KXMR,28.47,-80.55,5,2008,1,4,12,0,FALSE,16.4,100820.2,132,78.14510785,-0.001906444,-0.001168957,10.1328394,-6.1,-16.2328394,32,12.2,1,1.4,-15.1,8.986668118,67.36193337,17.285066,13.84131083,68.059241,13.52028486,-6.983389597,-7.187301068,-12.24,-4.45,5.75,-6.85,26.05,0,58.96,15.8,0.003054843,-50.04856045,5872.355353,7718.246764,6018.70098,17199.47562,0.693144905,-0.024444063,49725.00552,1/4/08,1,
KXMR,28.47,-80.55,5,2008,1,5,12,0,FALSE,16.4,100689,118,85.16635047,-0.00136288,-0.001385125,6.637792735,7.3,0.662207265,38,15.2,6.4,-0.9,-12.7,13.893131,84.41181921,25.57999366,22.57166253,84.99433357,13.53002685,-11.32416496,-2.518951061,-12.05,0,6.03,-10.44,17.34,-10.01,35.49,-42.29,0.002610917,-15.84004864,8166.805198,10026.87818,8271.086311,17766.81141,0.794434705,-0.008431495,63406.94391,1/5/08,1,
KXMR,28.47,-80.55,5,2008,1,6,12,0,FALSE,16.4,100820.2,138,0,-0.001740068,-0.001562523,9.214158756,2.8,-6.414158756,41.7,17.4,9.8,3.2,-11.9,11.6229345,82.20508756,28.30621161,17.83812472,83.12819508,6.427237421,-1.762288649,4.041321994,3.13,2.62,2.55,-5.46,31.21,-21.85,82.89,14.62,0.005247394,6.417312765,8825.565783,,11827.94779,17364.81656,,0,0,1/6/08,1,
KXMR,28.47,-80.55,5,2008,1,7,12,0,FALSE,16.4,100590.6,117,0,-0.00185798,-0.001519719,5.963616952,2.5,-3.463616952,40.2,20,9.6,4.6,-11.7,14.14250387,64.34823567,26.0389365,16.34698371,65.41527444,11.52184112,-11.12943866,1.866312605,-13.02,0,-13.78,2.43,5.8,-8.28,30.13,0,0.001456705,8.711024791,7655.64856,,13999.7571,18578.00844,,0,0,1/7/08,1,
KXMR,28.47,-80.55,5,2008,1,8,12,0,FALSE,16.4,100492.1,123,0,-0.00227003,-0.001602336,2.771598631,4.9,2.128401369,39,20.2,10.4,7.8,-12.1,16.04040539,55.43786388,24.76393832,16.80020001,56.84811223,12.32475728,-10.33705794,6.201989283,-8.4,3.06,-9.98,8.37,5.64,5.64,36.56,-6.45,0.000487073,24.52161698,8622.622924,,14233.32696,18386.81514,,0,0,1/8/08,1,
KXMR,28.47,-80.55,5,2008,1,9,12,0,FALSE,16.4,60000,119,0,-0.002302322,-0.001905,13.49251967,-15.1,-28.59251967,29.4,19.4,13.2,6.6,-13.5,4.222876533,43.21444391,20.34797664,13.67318822,45.76537932,8.941784814,2.498924875,3.661459098,1.14,12.97,8.55,-14.81,14.06,5.12,74.06,0,0.002054608,42.36857335,8294.468498,,13268.51142,17434.93057,,0,0,1/9/08,1,
KXMR,28.47,-80.55,5,2008,1,10,12,0,FALSE,16.4,100164,125,0,-0.002131871,-0.001802658,5.731488317,17.6,11.86851168,49.5,21,11.2,4.6,-13.9,12.25747202,91.49475879,33.88784012,17.5083821,91.46432517,7.034842857,-4.014906198,3.856675042,0.61,6.97,-13.52,-3.62,17.34,-10.01,43.86,-52.27,0.003035717,-58.02092679,9817.343138,,12385.171,17356.55725,,0,0,1/10/08,1,
KXMR,28.47,-80.55,5,2008,1,11,12,0,FALSE,16.4,100229.7,121,0,-0.001880778,-0.001643913,10.30602521,7.5,-2.806025212,40.2,20.2,12.4,5.8,-10.7,10.40550975,57.45041377,26.83983767,21.59229072,58.82520161,16.58108459,4.418819121,16.05056962,3.48,19.72,0,7,30.14,10.97,55.53,20.21,0.005207645,-31.30914566,8389.931252,,12944.31987,18768.59203,,0,0,1/11/08,1,
KXMR,28.47,-80.55,5,2008,1,12,12,0,FALSE,16.4,100426.5,125,0,-0.001895665,-0.001824079,4.390608645,33.2,28.80939136,49,18.6,13.2,4.2,-12.3,13.58994185,80.45422096,39.24234533,57.80796624,81.19268266,15.27139494,11.31080167,9.252905,11.47,9.62,14.91,-1.3,33.8,9.06,56.14,15.04,0.005591277,30.01200892,11649.5441,,12602.07098,17847.7696,,0,0,1/12/08,1,
KXMR,28.47,-80.55,5,2008,1,13,12,0,FALSE,16.4,100524.9,141,157.728622,-0.001992082,-0.001883958,-1.445043049,22.4,23.84504305,47.7,19.6,13,4,-13.3,17.45747622,74.61996689,32.54447476,39.66605161,75.47610152,20.45709589,15.87951236,13.4771326,17.2,12.04,20.87,12.05,46.38,12.43,73.43,26.73,0.007880887,22.89330456,9604.713883,26112.45421,12275.80967,17018.01534,0.420071796,0.022568309,38904.27373,1/13/08,1,1
KXMR,28.47,-80.55,5,2008,1,14,12,0,FALSE,16.4,100721.8,130,0,-0.001802395,-0.001569878,11.60877594,3.4,-8.208775937,42.3,13.4,10,3.8,-11.9,8.641651353,55.38498338,19.43101523,13.68057465,56.97505081,28.08154808,25.05723981,1.596731223,26.3,9.57,36.8,9.86,57.08,15.29,88.82,15.66,0.008900256,-55.53491118,7472.32761,,11817.38481,17754.26566,,0,0,1/14/08,0,
KXMR,28.47,-80.55,5,2008,1,15,12,0,FALSE,16.4,101017.1,132,0,-0.001694614,-0.001402785,22.10507313,-26.3,-48.40507313,5,11.2,8.2,3.4,-11.3,-2.485086868,26.97731841,11.66918828,21.73014809,28.70938636,20.85676149,17.20920354,1.222066031,11.46,8.03,38.68,10.36,67.19,11.85,80.02,14.11,0.010889199,84.1897155,3497.581496,,11724.62855,18139.21755,,0,0,1/15/08,0,
KXMR,28.47,-80.55,5,2008,1,16,12,0,FALSE,16.4,100984.3,150,0,-0.001507316,-0.001285864,13.25014795,-11.5,-24.75014795,5.8,16.2,7.6,2.8,-10.3,8.854093736,48.9024481,23.90810372,77.57376113,49.9294668,13.12560301,3.36277137,-0.946129579,2.96,6.34,12.96,-7.48,60.78,28.34,90.82,7.95,0.010070051,91.85396703,4360.350758,,11384.5148,17718.99663,,0,0,1/16/08,0,
KXMR,28.47,-80.55,5,2008,1,17,12,0,FALSE,16.4,100885.8,121,95.19640008,-0.001697764,-0.00172448,0.238923677,33.1,32.86107632,44.6,19.4,15,5.6,-9.3,19.73583881,81.32461465,45.6457325,89.07780998,81.98239185,38.98808786,9.411146317,32.94138354,11.63,31.97,43.43,25.08,55,4.81,46.33,21.61,0.006662249,606.4895284,12838.16883,23887.38858,12894.52141,19316.85684,0.535781282,0.360847624,27775.47975,1/17/08,1,
KXMR,28.47,-80.55,5,2008,1,18,12,0,FALSE,16.4,100951.4,151,0,-0.001946985,-0.001780838,3.574516018,27.8,24.22548398,47.7,16.8,14.2,6.2,-10.9,16.92472769,85.8317383,42.89010755,72.21313244,86.39701161,22.24786257,18.60137271,12.36409817,18.95,13.27,24.68,17.28,26.25,26.25,68.72,18.41,0.005653429,-64.11608178,12867.35357,,13477.69072,18800.03987,,0,0,1/18/08,1,
KXMR,28.47,-80.55,5,2008,1,19,12,0,FALSE,16.4,92001.3,117,0,-0.001944806,-0.001740294,3.202931071,12.8,9.597068929,45.7,18.8,13.6,6.2,-10.9,16.08197922,78.36791325,33.11635557,19.52757625,79.21214817,25.15983413,9.861375458,23.95980994,8.24,22.65,16.1,34.53,37.98,45.27,62.9,16.85,0.009823614,10.27729128,9206.879086,,14230.85517,18660.73072,,0,0,1/19/08,1,1
KXMR,28.47,-80.55,5,2008,1,20,12,0,FALSE,16.4,100754.6,132,19.90000964,-0.001689502,-0.00128435,14.3971298,-16.9,-31.2971298,31.2,10.4,6.8,3.6,-11.1,10.46505819,54.68234575,21.11696637,50.53488908,56.99707312,29.34858175,19.84560818,-12.04591482,19.34,-5.18,35.61,6.28,58.14,27.11,37.61,65.15,0.007888465,-297.1261553,6765.772248,3560.108972,12892.29513,17955.06194,4.151655319,-0.036955083,4903.685998,1/20/08,1,
KXMR,28.47,-80.55,5,2008,1,21,12,0,FALSE,16.4,100623.4,125,68.04091762,-0.001842707,-0.001253397,6.859960272,-12.1,-18.95996027,34.4,14.8,2.8,1.4,-14.5,11.59123089,52.67794444,17.09161021,17.81338406,54.75833241,17.58379843,-6.784717852,-5.020528386,-18.98,1.66,15.88,-1.39,39.43,6.95,80.92,29.45,0.004823784,81.71936373,5894.074603,6223.978232,11175.21443,17168.22562,2.179121935,0.034751628,27418.53128,1/21/08,0,
KXMR,28.47,-80.55,5,2008,1,22,12,0,FALSE,16.4,70000,126,205.8211729,-0.002298836,-0.001923143,-2.388692507,22.9,25.28869251,52.8,19,8.6,1.8,-17.9,14.68545374,75.67372981,27.15318971,33.23014079,75.59363945,13.94995759,-3.60281683,5.780714769,-3.62,13.52,0,-1.94,25.65,-4.52,90.74,16,0.003177648,136.1323538,8248.68041,22812.30203,11513.10256,15364.17372,0.44625109,0.175118255,125905.9197,1/22/08,0,
KXMR,28.47,-80.55,5,2008,1,23,13,0,FALSE,16.4,100098.4,114,0,-0.001801039,-0.001896501,2.113577633,37.2,35.08642237,50.6,19.4,13.2,2.4,-13.3,14.6744762,88.37037016,41.92883495,90.02000492,88.56575075,17.59250318,15.5093232,8.082103944,17.99,12.6,13.85,11.62,36.02,-3.15,67.97,5.95,0.005772187,6.011833966,11850.32055,,11882.97776,17610.56487,,0,0,1/23/08,1,
KXMR,28.47,-80.55,5,2008,1,24,0,0,FALSE,16.4,100131.2,121,-120.3362789,-0.001729605,-0.001606089,1.63748021,6.5,4.86251979,44.8,18.8,12.2,4.8,-10.3,17.94770821,75.44943054,34.66553469,35.46698661,76.42598328,8.199061705,4.598858097,-1.419505843,3.84,1.4,10.7,-2.87,42.99,3.76,48.44,12.98,0.006141669,25.91197106,8558.706027,24599.51561,12320.79646,18930.33707,0.479688679,-0.019488439,-38086.59007,1/24/08,1,
KXMR,28.47,-80.55,5,2008,1,25,12,0,FALSE,16.4,99967.2,125,-0.095902013,-0.001588571,-0.001552255,17.14692523,-5.1,-22.24692523,14.4,11,11.2,3.4,-10.5,7.149761678,33.84743781,14.33543893,34.53441561,36.55413574,23.855,12.25872192,-17.21782675,18.18,-10.5,22.13,-15.5,40.87,-19.06,49.62,-49.62,0.005351126,-78.44180459,3528.631446,3200.577845,13059.8661,18898.01122,9.035503569,4.70E-05,-34.83729658,1/25/08,0,
KXMR,28.47,-80.55,5,2008,1,26,12,0,FALSE,16.4,100360.9,121,0,-0.001806478,-0.001443223,13.11445331,13.8,0.685546686,29.2,16.2,7.6,3.2,-12.5,8.400200479,60.49166615,27.49517302,79.40902033,62.24975357,16.44573835,11.80419993,-0.768920839,13.15,-4.79,33.5,-5.91,60.08,-16.1,86.94,-60.88,0.00988824,96.38610406,6025.327903,,11991.76511,17333.1602,,0,0,1/26/08,0,
KXMR,28.47,-80.55,5,2008,1,27,12,0,FALSE,16.4,100229.7,132,0.65045041,-0.001909339,-0.001682502,5.747407527,-1.4,-7.147407527,46.5,13.8,9.4,2.6,-13.9,13.78960241,89.90415591,27.02094918,8.977748194,90.21597322,24.9271219,21.47118216,-7.402193012,28.52,-5.03,36.16,0,72.94,-12.86,105.52,-28.27,0.011667202,-125.7836308,8846.945838,1893.326876,11504.71285,16679.24375,8.256369459,-0.00051135,108.3700736,1/27/08,0,
KXMR,28.47,-80.55,5,2008,1,28,12,0,FALSE,16.4,70000,90,0,-0.001912971,-0.001542466,20.70862687,-26.1,-46.80862687,14.6,11.2,7.6,2.8,-13.7,-2.394813777,23.53409123,8.392415167,8.526443028,27.14044584,21.88726175,8.783588034,-20.13517265,12.54,-21.72,6.08,-34.46,27.52,-59.02,48.83,-69.74,0.01057808,108.7694111,4203.907334,,11448.58576,15912.074,,0,0,1/28/08,0,
KXMR,28.47,-80.55,5,2008,1,29,12,0,FALSE,16.4,100590.6,135,0,-0.001907856,-0.001789586,19.73059633,-18.9,-38.63059633,25.2,15.8,13,4.6,-12.1,-0.162289522,33.73538767,16.41164368,28.36390379,36.03742243,7.098568696,1.937277461,1.106909641,-3.54,-2.04,4.95,-4.95,29.23,-10.64,46.36,-55.24,0.004738477,-8.831503267,7347.037731,,13261.15528,18178.71709,,0,0,1/29/08,0,
KXMR,28.47,-80.55,5,2008,1,30,12,0,FALSE,16.4,100689,135,0,-0.001698399,-0.001373807,7.161803782,4.7,-2.461803782,31.6,17.8,10.4,6,-8.9,15.17696655,40.53018139,20.33504607,23.30140486,42.83202307,25.62465027,22.01503352,10.98549279,28.85,2.52,23.4,13.51,44.5,11.92,67.77,24.67,0.006357279,174.7451784,6735.24839,,13137.24498,20286.56571,,0,0,1/30/08,0,
KXMR,28.47,-80.55,5,2008,1,31,12,0,FALSE,16.4,100721.8,135,0,-0.001743342,-0.001415524,10.66889687,22.1,11.43110313,39,19.4,11,6.4,-8.9,12.12360808,79.7668532,36.16036476,52.0362687,80.66633505,8.376121451,2.294799933,5.228652884,-1.56,5.82,14.59,12.24,50.93,4.46,61.02,16.35,0.008158806,18.15869612,11614.67814,,13526.73064,19665.11779,,0,0,1/31/08,0,
KXMR,28.47,-80.55,5,2008,2,1,12,0,FALSE,16.4,100820.2,120,0,-0.001917766,-0.001454131,7.353591124,-18.5,-25.85359112,35,20.8,10,6.4,-10.5,12.5196577,42.97330878,19.54369134,7.158716609,44.5436085,24.95418744,10.8904036,21.23698632,15.34,12.87,9.57,26.3,33.6,23.53,57.24,33.05,0.006355296,-10.48701714,6918.574716,,14240.86995,19045.30102,,0,0,2/1/08,0,
KXMR,28.47,-80.55,5,2008,2,2,12,0,FALSE,16.4,100623.4,114,0,-0.002177143,-0.001614316,6.92978355,-18.7,-25.62978355,41.2,19.2,10.8,7.2,-11.9,12.7602304,45.52595149,20.4914413,1.558417896,48.02687655,6.761928862,-1.909736227,3.652071786,-6.36,9.08,3.84,1.4,19.03,8.87,68.15,12.02,0.00330118,2.867317147,6379.146219,,14049.65049,18426.60351,,0,0,2/2/08,0,
KXMR,28.47,-80.55,5,2008,2,3,12,0,FALSE,16.4,100459.3,139,0,-0.002116667,-0.001605713,6.908823789,-16.5,-23.40882379,41.6,20.6,11.4,7.4,-11.1,13.23201458,60.57928698,26.45303246,10.55058035,62.32412701,7.168508305,1.032211828,4.967171734,-0.71,4.02,8.75,5.05,30.01,-2.63,47.13,-17.15,0.004455346,-25.15668219,7553.424768,,14026.70315,17778.05175,,0,0,2/3/08,0,
KXMR,28.47,-80.55,5,2008,2,4,12,0,FALSE,16.4,100426.5,117,0,-0.002074318,-0.001565802,10.68213994,7.4,-3.282139935,41.1,20.4,11.4,7.6,-10.7,13.6,51.36944061,27.02010594,24.73919748,54.14766121,7.5696699,3.728326667,2.655003333,0,8.94,10.91,-1.92,19.05,0,37.52,6.62,0.002886702,40.91450716,8185.26629,16.4042,14678.02536,19013.62303,-1.71E+16,0,0,2/4/08,0,
KXMR,28.47,-80.55,5,2008,2,5,12,0,FALSE,16.4,100492.1,118,0,-0.002013796,-0.001525064,4.158983186,-1.1,-5.258983186,38.6,21.2,11.8,8,-9.7,16.06874711,50.07617306,25.92164752,9.538885111,52.86362009,10.55473019,-4.483911599,9.151673313,-9.6,5.54,1.56,5.82,22.78,4.02,20.99,0,0.003529324,-18.14681089,8747.411997,,13957.62375,19444.61594,,0,0,2/5/08,0,
KXMR,28.47,-80.55,5,2008,2,6,12,0,FALSE,16.4,100590.6,128,189.9435152,-0.002253165,-0.001616096,-2.115887757,3.8,5.915887757,43.1,21.6,12.6,9.6,-10.3,20.0506811,56.62227517,28.02975366,10.90966375,58.4860817,25.36742357,7.04384501,24.38290813,11.83,25.37,10.58,10.58,13.51,23.4,26.3,9.57,0.003245126,108.34387,9766.351559,,15203.83742,19118.13015,,0.128620097,113777.0916,2/6/08,0,
KXMR,28.47,-80.55,5,2008,2,7,11,0,FALSE,16.4,100524.9,126,-84.01742655,-0.002043416,-0.001857408,-0.638717132,17.5,18.13871713,40.2,20,14.4,6.2,-11.7,17.43738369,68.42615834,30.21504029,11.95656363,69.61490693,19.41088871,16.73813269,8.552826738,17.34,10.01,24.98,2.19,37.67,31.61,45.45,21.19,0.006496192,98.75724881,10414.03998,20134.45184,13795.35408,18293.67435,0.622730312,-0.051858312,-25140.41428,2/7/08,0,
KXMR,28.47,-80.55,5,2008,2,8,12,0,FALSE,16.4,63999.3,89,12.68636386,-0.001565714,-0.001632348,1.678228082,35,33.32177192,45.6,19.4,12.6,3.4,-10.3,17.5564849,98.2789174,46.97579549,95.43846628,98.23216961,22.34059751,21.51951301,7.555413609,21.72,12.54,25.16,6.74,32.15,18.56,69.91,6.12,0.006219273,-43.67259421,12603.9311,12306.83253,12707.65827,18805.77488,1.039794038,-0.00346279,3965.148564,2/8/08,1,
KXMR,28.47,-80.55,5,2008,2,9,12,0,FALSE,16.4,100689,113,0,-0.001505043,-0.00165512,7.64685185,14.4,6.75314815,44.7,20.8,12.8,2.8,-10.3,12.73126498,80.76867633,32.39573301,9.184997589,81.30033217,19.62371101,19.52184913,5.431043057,19.34,5.18,23.28,6.24,36.29,16.92,75.42,43.54,0.006765853,10.33137006,8916.035462,,12449.52594,18876.31294,,0,0,2/9/08,0,
KXMR,28.47,-80.55,5,2008,2,10,12,0,FALSE,16.4,100524.9,121,0,-0.001790224,-0.001780643,6.252536134,-5.3,-11.55253613,25.4,17.8,11,1.8,-13.7,13.0309313,38.3847901,15.4199463,7.389662412,41.41391951,19.39504927,8.745875592,-14.13680358,10.25,-12.21,27.04,7.24,33.05,0,88.82,15.66,0.005088112,-118.1861221,7276.589184,,11688.22685,17230.02071,,0,0,2/10/08,0,
KXMR,28.47,-80.55,5,2008,2,11,12,0,FALSE,16.4,100459.3,124,0,-0.002025057,-0.00151027,19.05234514,-1,-20.05234514,37.7,16.4,5.2,1.8,-15.7,-1.263995026,40.37879226,13.59121201,10.65424085,42.06682813,15.37830847,-3.007619048,-10.0904898,-21.74,-7.91,18.18,-10.5,31.59,5.57,93.92,8.22,0.005062235,28.9359651,6428.082124,,11472.94125,16604.69443,,0,0,2/11/08,0,
KXMR,28.47,-80.55,5,2008,2,12,12,0,FALSE,16.4,100459.3,112,-179.3256995,-0.002115222,-0.001662153,0.620853834,-8.8,-9.420853834,45.5,20.2,8.8,4,-14.3,13.87558425,52.10079001,21.96454479,8.345878069,53.00572715,19.55038437,-8.854635171,15.44889206,-19.03,8.87,4.13,15.4,24.57,20.62,68.18,31.79,0.004609004,12.86181983,6998.415969,21239.57752,12350.49344,16604.78377,0.511541641,-0.014415343,-75630.56069,2/12/08,1,1
KXMR,28.47,-80.55,5,2008,2,13,12,0,FALSE,16.4,100459.3,122,585.8416971,-0.001662754,-0.001782414,-2.499635492,33.1,35.59963549,48.7,19.4,12.4,2,-12.5,18.8543749,92.85637528,37.29109106,44.25361192,92.97557127,33.12500978,27.29116092,18.63741051,29.95,13.97,30.67,25.74,43.47,30.44,52.23,62.24,0.007732008,94.87683042,10524.12103,,12091.25299,17425.90826,,0.347392521,147282.0636,2/13/08,1,
KXMR,28.47,-80.55,5,2008,2,14,12,0,FALSE,16.4,100656.2,119,0,-0.002235276,-0.001773667,20.56440804,-34.1,-54.66440804,13.8,6.2,12,6.6,-12.9,-1.484539968,13.53477771,5.872329413,7.517216152,18.01879564,14.84352034,10.90171039,-9.425255634,6.06,-3.5,11.8,-5.5,41.02,0,95.17,34.64,0.005730881,-58.48301789,8107.484795,,13289.98479,17764.24941,,0,0,2/14/08,0,
KXMR,28.47,-80.55,5,2008,2,15,0,0,FALSE,16.4,100590.6,103,0,-0.00235079,-0.0020301,14.09575649,-55.29,-69.38575649,8.66,13.6,14.8,6.8,-13.7,0.347810187,15.23088108,6.825535052,1.120869729,18.75733244,10.95406652,-2.743844221,7.612633166,-8.05,17.26,7.75,9.23,16.38,7.64,79.78,-6.98,0.002636164,102.3377449,7631.52524,,13364.54175,17620.37582,,0,0,2/15/08,0,
KXMR,28.47,-80.55,5,2008,2,16,12,0,FALSE,16.4,100459.3,130,0,-0.001841381,-0.001875144,16.45353406,-32.7,-49.15353406,9.6,19.6,15,4.8,-11.3,3.913588683,32.48126023,16.30322227,18.26544446,34.56651288,5.566268139,2.517428954,-2.021984286,3.94,-1.06,7.85,1.38,25.16,-6.74,85.14,0,0.003905642,-19.57780359,7049.251917,,12617.59397,18599.7084,,0,0,2/16/08,0,
KXMR,28.47,-80.55,5,2008,2,17,12,0,FALSE,16.4,100590.6,139,0,-0.002173891,-0.00192229,2.539906278,-3.1,-5.639906278,22.2,20.4,14.8,6.8,-12.3,15.15390965,47.5307013,24.11026631,30.72167425,49.08206756,15.4164347,-4.767585,14.329905,-3.37,12.58,3.14,17.8,23.74,-4.19,71.84,-6.29,0.003776419,87.14538524,10060.37287,,13859.38663,18347.13607,,0,0,2/17/08,0,
KXMR,28.47,-80.55,5,2008,2,18,12,0,FALSE,16.4,100590.6,129,586.6961448,-0.001668116,-0.001595626,-1.469531386,16.6,18.06953139,40.5,21.4,13.6,5.8,-8.9,20.23347574,60.36602349,29.59911816,19.60647131,61.79378199,27.55167625,16.52328624,21.70061669,19.79,19.79,22.13,15.5,41.75,19.47,74.54,19.97,0.006739022,147.5931059,10190.74561,,14627.14889,19621.50627,,0.541201914,169230.3593,2/18/08,1,
KXMR,28.47,-80.55,5,2008,2,19,12,0,FALSE,16.4,100492.1,134,0,-0.00200075,-0.001591067,10.92366601,-14.5,-25.42366601,26.6,15.2,11.2,6.4,-11.1,8.42968133,43.98470001,16.61463658,7.893600228,45.9986476,23.69805318,21.18543559,-1.027970064,16.99,6.18,32.88,11.97,58.96,15.8,80.01,29.12,0.009709658,-92.70324396,9156.218944,,13792.82556,18579.76302,,0,0,2/19/08,0,
KXMR,28.47,-80.55,5,2008,2,20,12,0,FALSE,16.4,80000,134,0,-0.001675995,-0.001992674,9.990470568,17.8,7.809529432,33.4,15.8,13.2,0,-14.5,4.897254608,50.11696256,19.77720219,54.83968321,,,17.57464503,-6.203766058,19.95,-1.74,38.92,-3.41,45.37,8,91.79,8.03,0.007643757,41.65610468,10060.53893,,10377.29692,17238.044,,0,0,2/20/08,0,
KXMR,28.47,-80.55,5,2008,2,21,12,0,FALSE,16.4,100065.6,137,6.387988321,-0.001858818,-0.001760396,2.119349724,28.9,26.78065028,44,19.8,11.6,3.2,-12.9,15.71385665,79.98239204,36.69921127,85.86020414,79.9923747,12.18664771,4.512446345,3.45509222,1.67,2.39,23.13,0,39.89,-3.49,85.24,-22.84,0.006372692,12.57977087,11485.82965,18113.56466,11834.5906,16942.25776,0.602775324,0.000502246,1948.512114,2/21/08,1,
KXMR,28.47,-80.55,5,2008,2,22,12,0,FALSE,16.4,100328.1,126,192.8568194,-0.001577334,-0.001636653,-0.100819355,30.8,30.90081936,43,20.8,14.2,5,-8.9,19.66943973,79.90987185,38.71192934,40.74046315,80.73823481,21.17392823,12.57656759,15.35481069,17.34,10.01,20.03,11.57,40.39,-7.12,65.9,17.66,0.005812217,142.3307337,11404.99987,,15038.90187,19543.28841,,0.171559079,64499.31568,2/22/08,0,
KXMR,28.47,-80.55,5,2008,2,23,12,0,FALSE,16.4,100590.6,88,490.2088058,-0.001062857,-0.001532554,0.970008367,33.4,32.42999163,41.4,20.6,14,1.8,-7.5,19.5323524,89.61138036,42.10772599,44.39857464,89.96536583,27.14334816,26.18379987,9.036943152,27.04,7.24,29.07,13.55,65.03,23.67,89.5,32.58,0.010967149,-24.96072616,11040.26837,,12036.40525,20062.71971,,-0.076474799,86885.89174,2/23/08,1,1
KXMR,28.47,-80.55,5,2008,2,24,12,0,FALSE,16.4,100492.1,112,0,-0.00194917,-0.001769531,2.588177509,16.3,13.71182249,47,18,14.2,6.4,-10.7,15.92467711,63.16741173,30.83026201,27.37525677,64.84804075,22.36576874,22.65784741,2.333645279,23.74,4.19,23.04,-2.02,57.9,5.07,85.76,15.12,0.008899571,-14.62852786,8716.561653,,14012.86734,18799.06771,,0,0,2/24/08,0,
KXMR,28.47,-80.55,5,2008,2,26,12,0,FALSE,16.4,100295.3,115,16.51724783,-0.002036551,-0.001695698,1.221965163,7.6,6.378034837,44.1,17.6,12.4,6.4,-11.5,17.79384143,57.57371254,26.2280625,14.77460315,59.03342383,24.54047657,23.17324675,8.204060939,23.56,8.58,32.88,11.97,34.39,24.08,49.96,4.37,0.006102316,55.6703163,9036.313892,27202.63628,14041.83318,18378.17207,0.510391399,0.005747003,5261.443489,2/26/08,1,1
KXMR,28.47,-80.55,5,2008,2,27,12,0,FALSE,16.4,100295.3,125,0.101561129,-0.002018925,-0.001831817,10.20639939,32.5,22.29360061,49.1,11.6,10.6,2.6,-14.9,9.430702332,77.35493364,31.03171004,87.34026925,77.64602517,41.65774484,36.80561866,12.12589419,41.68,11.17,46.02,32.22,65.94,24,96.29,55.59,0.009735653,-483.6165063,11259.38368,1345.293981,11468.38653,16661.74594,51.48299687,-0.000306979,20.27796371,2/27/08,1,1
KXMR,28.47,-80.55,5,2008,2,28,12,0,FALSE,16.4,100262.5,110,0,-0.001802581,-0.001356133,20.7443511,-18.3,-39.0443511,20,6.2,0.2,-2.9,-18.3,-9.204160931,35.811915,7.903062613,13.07052016,37.58500302,24.64994464,17.70903102,-14.79190484,13.47,-13.47,34.68,-20.02,66.81,-5.84,112.79,65.12,0.010763949,-4.750105471,3059.012713,,5173.88468,15510.08476,,0,0,2/28/08,0,
KXMR,28.47,-80.55,5,2008,2,29,12,0,FALSE,16.4,100360.9,118,0,-0.001627293,-0.001192601,23.68904235,-1.7,-25.38904235,23,12.6,3.8,1.4,-12.7,-3.62389754,50.65756597,16.56153565,30.8979053,52.69052723,13.54354946,4.814557765,-1.405145698,8.03,11.46,25.08,-14.48,41.68,-11.17,63.17,0,0.006517098,132.9891904,5167.427605,,11392.64558,17413.77018,,0,0,2/29/08,0,
